metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.8991166666666667,0.75225,0.8255,0.8736416666666666
avg_detection_time,6.806278030077617e-05,3.303258220354716e-05,3.300153414408366e-05,0.00018623166879018146
f1,0.8877972825180269,0.6706547025589896,0.7886129618413084,0.8553659490447075
false_negatives,12106,29730,20940,15163
false_positives,0,0,0,0
precision,1.0,1.0,1.0,1.0
recall,0.7982333333333334,0.5045,0.651,0.7472833333333333
sensitivity,0.7982333333333334,0.5045,0.651,0.7472833333333333
specificity,1.0,1.0,1.0,1.0
true_negatives,60000,60000,60000,60000
true_positives,47894,30270,39060,44837
