Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8164695575996496,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6164759725400457,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.762740656851642,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6164759725400457,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.0875351776744627,0.0601050835975784,0.06834524950853732,0.22932337503186767
tamper_resistance,0.8765,0.8655,0.602,0.9295
detection_rate,0.888329519450801,0.8892448512585812,0.6164759725400457,0.9450800915331807
throughput_sps,11423.978639980958,16637.527812044995,14631.594839303138,4360.65446821998
true_positives,1941,1943,1347,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,838,120
