Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8197547087166009,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6233409610983982,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7679729348745419,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6233409610983982,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.0881326339561272,0.06018685396439247,0.06652651154780878,0.23527940114339194
tamper_resistance,0.8705,0.8745,0.597,0.9285
detection_rate,0.888329519450801,0.8892448512585812,0.6233409610983982,0.9450800915331807
throughput_sps,11346.534820436711,16614.92392660391,15031.601338082448,4250.265833474075
true_positives,1941,1943,1362,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,823,120
