Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8180026281208935,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6196796338672769,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7651879061881887,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6196796338672769,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.09141065444645524,0.06054192324557745,0.06800271208433535,0.23151864307886458
tamper_resistance,0.874,0.8735,0.605,0.927
detection_rate,0.888329519450801,0.8892448512585812,0.6196796338672769,0.9450800915331807
throughput_sps,10939.643809089677,16517.479894777698,14705.29585290398,4319.306586724248
true_positives,1941,1943,1354,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,831,120
