Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8151554971528691,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6137299771167049,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7606352807714124,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6137299771167049,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08964768324930106,0.060399582236678885,0.0687571298747119,0.2339088337180179
tamper_resistance,0.8725,0.8695,0.5995,0.9305
detection_rate,0.888329519450801,0.8892448512585812,0.6137299771167049,0.9450800915331807
throughput_sps,11154.777945784746,16556.405904952262,14543.946232517026,4275.169877532378
true_positives,1941,1943,1341,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,844,120
