Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8195356986421375,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.622883295194508,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7676254935138184,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.622883295194508,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.09126820900541516,0.0604573332109422,0.06794798964217626,0.2322411046339345
tamper_resistance,0.8755,0.871,0.598,0.922
detection_rate,0.888329519450801,0.8892448512585812,0.622883295194508,0.9450800915331807
throughput_sps,10956.717688419498,16540.590642840485,14717.138877340474,4305.869977565902
true_positives,1941,1943,1361,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,824,120
