Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8188786684187472,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6215102974828375,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7665819926615862,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6215102974828375,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.0891552857020107,0.06009563248877039,0.06744447007181349,0.2333304363021817
tamper_resistance,0.8775,0.8735,0.597,0.9265
detection_rate,0.888329519450801,0.8892448512585812,0.6215102974828375,0.9450800915331807
throughput_sps,11216.384896598982,16640.144359689737,14827.012487980415,4285.767497151205
true_positives,1941,1943,1358,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,827,120
