Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8177836180464302,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6192219679633867,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.764838892029395,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6192219679633867,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08926629706845177,0.0591996569305567,0.06743042394877838,0.23110462185378874
tamper_resistance,0.868,0.872,0.596,0.926
detection_rate,0.888329519450801,0.8892448512585812,0.6192219679633867,0.9450800915331807
throughput_sps,11202.436225546282,16891.98978252586,14830.10103509985,4327.044573918832
true_positives,1941,1943,1353,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,832,120
