Metric,ZKP Framework,Regex Baseline,LLM Simulator,Ensemble
accuracy,0.9128339903635567,0.9132720105124835,0.8188786684187472,0.9399912395970215
precision,0.926491646778043,0.9265617548879351,1.0,0.9305993690851735
recall,0.888329519450801,0.8892448512585812,0.6215102974828375,0.9450800915331807
f1,0.9070093457943926,0.9075198505371321,0.7665819926615862,0.9377838328792006
sensitivity,0.888329519450801,0.8892448512585812,0.6215102974828375,0.9450800915331807
specificity,0.9353212935741285,0.9353212935741285,1.0,0.9353212935741285
latency_ms,0.08764665898554064,0.0594814670644619,0.06716793376105532,0.22928092336633776
tamper_resistance,0.8625,0.87,0.598,0.9315
detection_rate,0.888329519450801,0.8892448512585812,0.6215102974828375,0.9450800915331807
throughput_sps,11409.448022028693,16811.959242973433,14888.056606853832,4361.461849149272
true_positives,1941,1943,1358,2065
true_negatives,2227,2227,2381,2227
false_positives,154,154,0,154
false_negatives,244,242,827,120
